Age,Gender,self_employed,family_history,treatment,work_interfere,remote_work,benefits,care_options,wellness_program,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview
28,male,No,No,Yes,Sometimes,No,No,No,No,No,Very difficult,Yes,Maybe,No,Some of them,No,Maybe
26,male,No,No,No,Never,No,No,Yes,No,No,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe
42,female,No,No,Yes,Rarely,Yes,Yes,Yes,No,No,Don't know,Yes,No,Some of them,No,No,Maybe
31,male,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No
58,male,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes
29,male,No,No,No,Sometimes,No,Don't know,No,No,No,Very difficult,Yes,No,No,No,No,Maybe
39,female,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Don't know,Yes,No,Some of them,Some of them,No,Maybe
34,male,No,No,No,Sometimes,Yes,Don't know,No,No,No,Very difficult,Maybe,No,Some of them,Yes,No,Maybe
57,male,No,No,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,Maybe
27,male,No,Yes,Yes,Sometimes,No,No,Not sure,No,No,Somewhat difficult,Yes,Maybe,Some of them,No,No,No
23,male,Yes,Yes,Yes,Often,Yes,Don't know,No,Don't know,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes
18,male,No,No,No,Don't Know,Yes,Don't know,No,No,Don't know,Very easy,Yes,No,No,No,No,Maybe
30,female,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Don't know,Maybe,No,Some of them,Yes,No,Maybe
23,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes
43,male,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes
18,female,No,Yes,Yes,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
29,male,No,No,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
48,male,No,No,No,Never,No,Don't know,No,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe
43,male,No,No,Yes,Sometimes,No,No,Yes,Don't know,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes
28,female,No,Yes,Yes,Sometimes,No,Don't know,Not sure,No,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe
30,male,Yes,Yes,Yes,Often,Yes,No,Yes,No,No,Very easy,No,No,Yes,Yes,No,No
26,male,No,No,No,Sometimes,No,No,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe
33,male,No,No,No,Never,No,No,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
31,male,No,No,No,Don't Know,No,Yes,Not sure,Don't know,Don't know,Don't know,No,No,No,Some of them,No,No
30,male,No,No,No,Rarely,No,Don't know,Not sure,No,No,Don't know,No,No,Some of them,Some of them,No,No
27,male,No,No,No,Don't Know,No,No,No,No,No,Somewhat difficult,Yes,No,Some of them,No,No,Maybe
24,female,Yes,Yes,Yes,Sometimes,Yes,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No
25,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No
23,female,No,Yes,Yes,Often,No,Yes,Not sure,Don't know,No,Don't know,Maybe,No,Some of them,Some of them,No,No
36,male,No,No,Yes,Sometimes,No,Yes,Not sure,No,No,Somewhat difficult,Yes,Maybe,Some of them,No,No,No
25,female,Yes,Yes,Yes,Often,Yes,Don't know,Not sure,No,No,Somewhat difficult,Yes,No,Some of them,No,No,Maybe
54,male,No,No,Yes,Sometimes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe
34,male,No,No,No,Rarely,No,Don't know,Not sure,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe
38,female,No,No,Yes,Don't Know,No,Yes,Yes,No,No,Don't know,Maybe,Maybe,No,No,No,No
40,male,Yes,Yes,No,Don't Know,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe
32,male,No,No,No,Don't Know,No,No,Not sure,No,Don't know,Don't know,No,No,No,Some of them,No,Maybe
25,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Yes,Don't know,No,No,Yes,Yes,No,Yes
35,female,No,No,Yes,Sometimes,No,No,Yes,No,No,Don't know,Yes,Maybe,No,No,No,Maybe
46,male,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,No
42,male,No,No,No,Never,No,Yes,No,Yes,No,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes
32,male,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,No,No,Yes,Yes,Maybe,Maybe
47,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes
22,male,No,No,No,Don't Know,No,Yes,Not sure,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe
33,female,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,No
25,female,No,No,No,Sometimes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No
29,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe
39,male,No,No,No,Never,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No
38,male,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Yes,No,No,No,No,No
43,male,No,No,No,Don't Know,Yes,Don't know,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No
46,male,No,No,Yes,Rarely,Yes,Yes,Not sure,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe
38,female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No
33,male,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe
34,male,No,Yes,Yes,Often,No,No,Yes,No,No,Very easy,Maybe,Maybe,Yes,Yes,No,No
62,male,No,No,No,Never,No,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe
23,female,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
35,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,Maybe,Maybe,No,No,No,No
25,male,No,Yes,No,Rarely,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Yes,No,No,No,No
36,male,Yes,Yes,Yes,Sometimes,Yes,Don't know,Yes,Don't know,No,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes
41,female,No,Yes,Yes,Rarely,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No
24,male,Yes,No,No,Sometimes,No,Yes,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe
51,male,No,No,Yes,Sometimes,Yes,No,Yes,Yes,No,Somewhat difficult,Yes,Yes,No,No,No,No
29,male,No,No,Yes,Sometimes,No,Yes,Yes,No,Yes,Very easy,No,No,No,Some of them,No,No
31,female,Yes,Yes,Yes,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No
27,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,No,No,Some of them,Yes,No,Yes
31,male,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes
27,female,Yes,Yes,No,Sometimes,Yes,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe
23,male,No,No,No,Rarely,No,Don't know,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe
21,male,No,No,No,Never,No,Don't know,Not sure,Don't know,No,Don't know,Yes,Maybe,No,No,No,Maybe
27,female,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No
39,male,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,No
26,male,No,Yes,Yes,Never,No,Don't know,No,No,Don't know,Don't know,Maybe,No,No,No,No,No
27,male,No,No,No,Never,No,Don't know,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
22,female,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No
26,female,No,Yes,Yes,Often,No,Don't know,No,No,No,Somewhat difficult,Maybe,No,No,No,No,Maybe
31,female,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Somewhat easy,No,No,Yes,Yes,No,No
32,male,No,No,No,Never,No,Don't know,No,No,No,Don't know,No,No,Yes,Yes,Yes,Yes
28,female,No,Yes,Yes,Often,Yes,Yes,No,No,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No
28,trans,No,Yes,Yes,Rarely,No,No,Not sure,No,No,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No
23,female,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Very easy,Maybe,No,No,Some of them,No,Yes
30,male,No,No,No,Never,Yes,Don't know,Not sure,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe
36,male,No,Yes,Yes,Sometimes,No,Yes,No,No,Yes,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes
21,male,No,Yes,No,Don't Know,No,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe
30,male,No,No,No,Often,No,No,No,Don't know,No,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes
25,female,No,Yes,No,Don't Know,No,Don't know,Not sure,No,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
32,male,No,No,Yes,Sometimes,No,No,No,No,No,Very easy,No,No,Some of them,Yes,Maybe,Yes
29,female,No,No,Yes,Sometimes,No,No,No,No,No,Don't know,Maybe,No,Some of them,Some of them,No,No
21,trans,No,No,Yes,Sometimes,No,No,Yes,Yes,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,No
27,female,No,Yes,Yes,Rarely,Yes,No,No,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes
32,female,No,No,Yes,Often,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No
34,male,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe
33,male,No,No,No,Don't Know,No,Don't know,No,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe
22,male,No,Yes,Yes,Sometimes,Yes,No,Not sure,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes
24,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
65,male,Yes,No,No,Don't Know,Yes,No,No,No,No,Very easy,Maybe,No,Some of them,No,No,No
27,male,No,Yes,Yes,Sometimes,Yes,Don't know,No,No,Don't know,Don't know,No,No,Some of them,No,No,No
33,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes
36,male,No,No,Yes,Rarely,No,Don't know,Not sure,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No
40,male,No,No,No,Never,No,No,No,No,No,Somewhat difficult,No,No,Some of them,Some of them,No,No
28,male,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe
39,male,No,No,Yes,Sometimes,No,Yes,Not sure,Yes,Don't know,Don't know,Yes,Maybe,Yes,Yes,No,Maybe
32,male,No,No,Yes,Sometimes,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes
31,male,No,Yes,No,Sometimes,No,Yes,Not sure,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes
38,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Don't know,Maybe,Maybe,Some of them,No,No,No
23,male,No,Yes,Yes,Rarely,No,No,Yes,No,No,Don't know,Maybe,No,Some of them,Yes,No,No
42,male,No,No,Yes,Often,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe
27,female,No,No,No,Sometimes,No,Don't know,Not sure,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,No
26,female,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat difficult,No,No,Yes,Yes,No,No
50,male,No,No,No,Never,Yes,No,Yes,No,No,Don't know,No,No,No,No,No,Maybe
37,male,No,Yes,No,Never,No,Don't know,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,No
23,male,No,No,No,Don't Know,No,Don't know,No,Don't know,No,Don't know,No,No,Yes,Yes,No,Maybe
33,male,No,Yes,No,Sometimes,Yes,Don't know,Not sure,No,No,Very easy,No,No,Some of them,Yes,No,No
29,male,Yes,No,No,Never,Yes,Yes,Yes,No,No,Very difficult,Yes,No,Some of them,No,No,Yes
34,male,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
41,male,No,Yes,Yes,Often,No,Yes,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
50,male,No,Yes,No,Don't Know,Yes,Don't know,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe
29,male,No,No,Yes,Never,No,Yes,Not sure,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe
35,male,No,No,No,Never,No,No,Yes,No,No,Very easy,No,No,Some of them,Yes,Maybe,Maybe
27,male,No,No,No,Sometimes,Yes,No,No,No,No,Don't know,Yes,No,Some of them,Yes,No,No
40,female,No,No,No,Never,No,Don't know,Not sure,No,No,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe
27,male,No,No,Yes,Often,Yes,No,No,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
29,female,No,No,No,Never,No,Yes,Yes,Yes,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
31,male,No,Yes,Yes,Sometimes,No,No,No,No,No,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe
43,male,No,No,Yes,Sometimes,No,No,Yes,No,No,Somewhat easy,No,No,Yes,Yes,No,Maybe
34,male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,Don't know,Maybe,No,Some of them,Some of them,No,Yes
29,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe
19,male,No,Yes,Yes,Sometimes,No,No,No,No,No,Don't know,Maybe,Maybe,Some of them,No,No,Maybe
41,male,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No
29,male,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe
23,male,No,No,No,Rarely,No,Yes,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No
24,female,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Somewhat difficult,Yes,Maybe,No,No,No,No
31,male,No,No,No,Don't Know,Yes,Don't know,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe
43,male,No,No,No,Don't Know,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No
31,male,No,Yes,Yes,Rarely,No,No,No,No,Don't know,Somewhat difficult,Yes,Yes,Some of them,No,No,No
29,male,No,Yes,No,Often,No,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No
35,male,Yes,Yes,No,Don't Know,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,Yes,No,Maybe
33,male,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,No,Somewhat difficult,Yes,Yes,No,No,No,No
30,female,Yes,Yes,Yes,Often,Yes,No,Yes,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No
27,male,No,No,No,Don't Know,No,Yes,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe
32,male,No,No,No,Sometimes,No,No,Yes,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
50,male,No,No,No,Sometimes,Yes,Don't know,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe
24,male,No,No,No,Never,No,Don't know,Not sure,No,No,Don't know,Maybe,Yes,Some of them,No,No,Maybe
27,male,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,No,No,Yes,Yes,No,Maybe
27,male,No,No,No,Never,Yes,No,No,No,No,Don't know,Yes,No,No,No,No,Maybe
32,male,No,No,Yes,Sometimes,No,No,Yes,No,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe
42,male,Yes,No,No,Rarely,Yes,No,Yes,No,No,Very easy,No,No,Some of them,Yes,Maybe,Maybe
37,male,No,No,No,Often,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,No
30,male,No,No,No,Sometimes,No,Don't know,Not sure,No,No,Somewhat easy,Maybe,No,Some of them,No,No,Yes
29,male,No,No,No,Rarely,No,Yes,No,No,No,Very easy,Yes,Maybe,Some of them,No,No,No
30,male,Yes,No,Yes,Often,Yes,No,Not sure,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe
35,male,No,No,No,Never,No,Yes,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe
35,male,No,Yes,Yes,Rarely,Yes,Yes,Yes,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe
38,male,No,Yes,No,Often,Yes,No,Not sure,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
22,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Very easy,No,No,Some of them,Yes,Maybe,Yes
24,male,No,Yes,No,Sometimes,No,Don't know,No,No,No,Somewhat easy,No,No,Some of them,Some of them,No,Maybe
22,male,Yes,No,No,Never,No,Don't know,Not sure,No,No,Don't know,No,Maybe,Some of them,Yes,Maybe,Yes
31,female,No,No,Yes,Often,Yes,Yes,Yes,No,No,Very easy,Maybe,No,Some of them,Some of them,No,Yes
23,female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,No
31,female,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Don't know,No,No,Some of them,Some of them,No,No
28,female,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,No,No,Some of them,No,No
37,trans,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Maybe
34,male,Yes,Yes,Yes,Sometimes,No,No,Yes,No,No,Somewhat easy,No,No,Some of them,Some of them,No,No
32,trans,No,No,No,Sometimes,Yes,No,Yes,No,No,Very difficult,Yes,Maybe,Some of them,No,No,Maybe
28,male,No,Yes,Yes,Sometimes,Yes,Yes,Not sure,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No
24,female,No,No,Yes,Sometimes,No,No,No,No,No,Don't know,Maybe,No,No,Some of them,No,Maybe
56,male,No,Yes,Yes,Rarely,No,Yes,Yes,No,No,Don't know,Yes,Maybe,Some of them,Some of them,No,No
31,male,No,No,No,Sometimes,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe
34,female,No,No,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No
35,male,No,No,Yes,Rarely,No,Don't know,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,No
28,male,No,No,No,Never,No,No,No,No,No,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes
36,male,Yes,Yes,Yes,Often,No,No,No,No,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe
30,male,No,No,Yes,Often,No,No,No,No,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
35,male,Yes,No,No,Don't Know,Yes,Yes,Not sure,No,No,Very easy,No,No,Some of them,Yes,No,No
49,male,Yes,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Somewhat difficult,Yes,Yes,No,No,No,No
36,male,No,No,No,Don't Know,No,Yes,Yes,No,No,Very easy,No,No,Some of them,Yes,Maybe,Maybe
35,male,No,No,No,Don't Know,No,No,No,No,No,Very easy,Maybe,No,Some of them,Some of them,No,No
29,female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,No,Some of them,Some of them,No,No
57,male,No,No,No,Never,No,Yes,Yes,No,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe
31,female,No,Yes,Yes,Rarely,No,Yes,No,No,No,Don't know,Maybe,No,Some of them,No,No,No
37,male,Yes,No,No,Never,No,No,No,No,No,Don't know,Yes,Maybe,No,No,No,Maybe
25,male,No,Yes,Yes,Sometimes,No,No,No,No,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
30,male,No,No,No,Sometimes,No,No,No,No,No,Very easy,No,No,Some of them,Some of them,No,No
26,female,No,Yes,No,Sometimes,No,No,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,No
22,female,No,No,No,Often,No,No,No,No,No,Don't know,No,No,No,Some of them,No,Yes
39,male,No,No,No,Rarely,Yes,Don't know,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe
29,male,No,Yes,Yes,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,No,No,No,No
54,male,Yes,Yes,Yes,Sometimes,Yes,Don't know,Not sure,No,No,Very easy,No,No,Some of them,Yes,Yes,Yes
34,female,No,Yes,No,Never,No,Don't know,No,Yes,Yes,Don't know,Yes,Maybe,No,No,No,No
32,male,No,No,Yes,Never,No,Yes,Not sure,Yes,Yes,Very easy,Maybe,No,No,No,No,No
25,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,Maybe,No,Yes,Yes,No,Yes
29,male,No,No,No,Rarely,No,No,No,No,No,Somewhat difficult,No,Maybe,Some of them,No,No,No
32,male,Yes,No,No,Never,Yes,No,No,No,No,Don't know,No,No,Some of them,Yes,No,Maybe
30,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Yes
31,male,No,No,No,Don't Know,No,Don't know,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe
20,female,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe
27,male,No,No,No,Never,No,Don't know,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe
32,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
26,male,Yes,No,No,Never,Yes,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,Yes,Maybe,Maybe
30,male,No,No,No,Sometimes,No,Don't know,No,No,No,Very easy,No,No,Some of them,Some of them,No,No
30,male,No,No,Yes,Sometimes,Yes,No,No,Don't know,No,Very difficult,Maybe,Maybe,Some of them,No,No,No
22,male,Yes,No,No,Don't Know,Yes,Don't know,No,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
24,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,No,No,No,No
26,male,No,No,No,Never,No,No,No,No,No,Don't know,Maybe,Maybe,No,No,No,No
43,male,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,No,No,Some of them,Yes,Maybe,Maybe
26,male,No,No,No,Never,No,No,Not sure,No,Don't know,Somewhat difficult,No,No,Some of them,No,No,Maybe
23,male,No,Yes,No,Sometimes,No,Don't know,Not sure,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe
26,male,No,No,No,Don't Know,Yes,Yes,Not sure,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No
26,female,No,Yes,No,Never,No,Don't know,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No
35,male,No,Yes,No,Sometimes,No,Don't know,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
28,male,No,No,Yes,Sometimes,Yes,Don't know,Not sure,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe
22,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe
29,female,No,Yes,Yes,Rarely,No,Don't know,No,No,No,Don't know,Yes,No,No,No,No,No
29,male,Yes,No,No,Don't Know,No,No,Yes,No,No,Very easy,No,No,Yes,Yes,Yes,Yes
45,male,No,No,Yes,Often,Yes,Yes,Not sure,No,Yes,Very easy,No,No,Yes,Yes,No,Maybe
33,male,No,No,Yes,Rarely,Yes,No,No,No,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe
38,male,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No
19,trans,No,Yes,Yes,Often,No,Don't know,Not sure,No,No,Somewhat difficult,Maybe,Maybe,No,No,No,Maybe
29,female,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,No,Yes,No,Maybe
21,female,No,No,No,Don't Know,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No
23,female,No,Yes,Yes,Sometimes,No,Don't know,Not sure,No,Don't know,Don't know,Yes,Maybe,No,No,No,No
33,female,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No
49,male,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No
28,male,No,No,No,Don't Know,Yes,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,No
27,female,No,No,Yes,Sometimes,Yes,Don't know,Not sure,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe
23,male,No,No,Yes,Sometimes,No,Yes,No,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No
29,male,No,No,No,Never,Yes,No,No,No,No,Somewhat easy,No,No,Yes,Yes,No,Maybe
30,male,No,No,No,Don't Know,No,Don't know,No,No,Don't know,Somewhat easy,No,No,Some of them,No,Maybe,Maybe
28,female,No,No,No,Don't Know,No,Yes,Not sure,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No
32,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,Yes,No,No,No,No,Yes
32,male,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Very easy,No,No,No,Yes,No,No
37,male,No,No,No,Don't Know,No,No,No,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe
39,female,No,No,No,Don't Know,Yes,No,Yes,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe
31,male,No,No,No,Don't Know,No,Don't know,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No
29,male,No,No,No,Don't Know,No,No,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,No
30,male,No,No,No,Don't Know,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No
